source,policy_text,domain,stakeholders,agree_pct,neutral_pct,disagree_pct,support_score,consensus_score,word_count,year,is_privacy,is_employment,is_economic,is_legal,is_tech,is_social,description,policy_type,country,policy_density_context,economic_pressure_context,education_readiness_context,support_bucket,domain_encoded,stakeholder_encoded,estimated_support_bucket,support_probability
OECD,NATIONAL STRATEGY ON AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,4,2018.0,0,0,0,0,1,1,"The National Strategy for AI aims at implementing the recommendations of Cédric Villani report on AI (March 28th 2018). It is composed of an ambitious national program dedicated to research, numerous policies dedicated to AI dissemination in the economy and the administration, and several initiatives to encourage trustworthy AI. The Strategy is coordinated by a National Coordinator who received mandate from the Prime minister to implement it through 9 Ministeries and other public bodies since 20",Unknown,France,0.5418641390205371,0.5,0.5,,3,1,Medium,0.7206666666666668
OECD,NATIONAL STRATEGY ON AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,4,2018.0,0,0,0,0,1,1,"The National Strategy for AI aims at implementing the recommendations of Cédric Villani report on AI (March 28th 2018). It is composed of an ambitious national program dedicated to research, numerous policies dedicated to AI dissemination in the economy and the administration, and several initiatives to encourage trustworthy AI. The Strategy is coordinated by a National Coordinator who received mandate from the Prime minister to implement it through 9 Ministeries and other public bodies since 20",Unknown,France,0.5418641390205371,0.5,0.5,,3,1,Medium,0.7206666666666668
OECD,NATIONAL STRATEGY ON AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,4,2018.0,0,0,0,0,1,1,"The National Strategy for AI aims at implementing the recommendations of Cédric Villani report on AI (March 28th 2018). It is composed of an ambitious national program dedicated to research, numerous policies dedicated to AI dissemination in the economy and the administration, and several initiatives to encourage trustworthy AI. The Strategy is coordinated by a National Coordinator who received mandate from the Prime minister to implement it through 9 Ministeries and other public bodies since 20",Unknown,France,0.5418641390205371,0.5,0.5,,3,1,Medium,0.7206666666666668
OECD,NATIONAL STRATEGY ON AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,4,2018.0,0,0,0,0,1,1,"The National Strategy for AI aims at implementing the recommendations of Cédric Villani report on AI (March 28th 2018). It is composed of an ambitious national program dedicated to research, numerous policies dedicated to AI dissemination in the economy and the administration, and several initiatives to encourage trustworthy AI. The Strategy is coordinated by a National Coordinator who received mandate from the Prime minister to implement it through 9 Ministeries and other public bodies since 20",Unknown,France,0.5418641390205371,0.5,0.5,,3,1,Medium,0.7206666666666668
OECD,NATIONAL STRATEGY ON AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,4,2018.0,0,0,0,0,1,1,"The National Strategy for AI aims at implementing the recommendations of Cédric Villani report on AI (March 28th 2018). It is composed of an ambitious national program dedicated to research, numerous policies dedicated to AI dissemination in the economy and the administration, and several initiatives to encourage trustworthy AI. The Strategy is coordinated by a National Coordinator who received mandate from the Prime minister to implement it through 9 Ministeries and other public bodies since 20",Unknown,France,0.5418641390205371,0.5,0.5,,3,1,Medium,0.7206666666666668
OECD,NATIONAL STRATEGY ON AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,4,2018.0,0,0,0,0,1,1,"The National Strategy for AI aims at implementing the recommendations of Cédric Villani report on AI (March 28th 2018). It is composed of an ambitious national program dedicated to research, numerous policies dedicated to AI dissemination in the economy and the administration, and several initiatives to encourage trustworthy AI. The Strategy is coordinated by a National Coordinator who received mandate from the Prime minister to implement it through 9 Ministeries and other public bodies since 20",Unknown,France,0.5418641390205371,0.5,0.5,,3,1,Medium,0.7206666666666668
OECD,NATIONAL STRATEGY ON AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,4,2018.0,0,0,0,0,1,1,"The National Strategy for AI aims at implementing the recommendations of Cédric Villani report on AI (March 28th 2018). It is composed of an ambitious national program dedicated to research, numerous policies dedicated to AI dissemination in the economy and the administration, and several initiatives to encourage trustworthy AI. The Strategy is coordinated by a National Coordinator who received mandate from the Prime minister to implement it through 9 Ministeries and other public bodies since 20",Unknown,France,0.5418641390205371,0.5,0.5,,3,1,Medium,0.7206666666666668
OECD,NATIONAL STRATEGY ON AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,4,2018.0,0,0,0,0,1,1,"The National Strategy for AI aims at implementing the recommendations of Cédric Villani report on AI (March 28th 2018). It is composed of an ambitious national program dedicated to research, numerous policies dedicated to AI dissemination in the economy and the administration, and several initiatives to encourage trustworthy AI. The Strategy is coordinated by a National Coordinator who received mandate from the Prime minister to implement it through 9 Ministeries and other public bodies since 20",Unknown,France,0.5418641390205371,0.5,0.5,,3,1,Medium,0.7206666666666668
OECD,NATIONAL STRATEGY ON AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,4,2018.0,0,0,0,0,1,1,"The National Strategy for AI aims at implementing the recommendations of Cédric Villani report on AI (March 28th 2018). It is composed of an ambitious national program dedicated to research, numerous policies dedicated to AI dissemination in the economy and the administration, and several initiatives to encourage trustworthy AI. The Strategy is coordinated by a National Coordinator who received mandate from the Prime minister to implement it through 9 Ministeries and other public bodies since 20",Unknown,France,0.5418641390205371,0.5,0.5,,3,1,Medium,0.7206666666666668
OECD,NATIONAL STRATEGY ON AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,4,2018.0,0,0,0,0,1,1,"The National Strategy for AI aims at implementing the recommendations of Cédric Villani report on AI (March 28th 2018). It is composed of an ambitious national program dedicated to research, numerous policies dedicated to AI dissemination in the economy and the administration, and several initiatives to encourage trustworthy AI. The Strategy is coordinated by a National Coordinator who received mandate from the Prime minister to implement it through 9 Ministeries and other public bodies since 20",Unknown,France,0.5418641390205371,0.5,0.5,,3,1,Medium,0.7206666666666668
OECD,NATIONAL STRATEGY ON AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,4,2018.0,0,0,0,0,1,1,"The National Strategy for AI aims at implementing the recommendations of Cédric Villani report on AI (March 28th 2018). It is composed of an ambitious national program dedicated to research, numerous policies dedicated to AI dissemination in the economy and the administration, and several initiatives to encourage trustworthy AI. The Strategy is coordinated by a National Coordinator who received mandate from the Prime minister to implement it through 9 Ministeries and other public bodies since 20",Unknown,France,0.5418641390205371,0.5,0.5,,3,1,Medium,0.7206666666666668
OECD,NATIONAL STRATEGY ON AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,4,2018.0,0,0,0,0,1,1,"The National Strategy for AI aims at implementing the recommendations of Cédric Villani report on AI (March 28th 2018). It is composed of an ambitious national program dedicated to research, numerous policies dedicated to AI dissemination in the economy and the administration, and several initiatives to encourage trustworthy AI. The Strategy is coordinated by a National Coordinator who received mandate from the Prime minister to implement it through 9 Ministeries and other public bodies since 20",Unknown,France,0.5418641390205371,0.5,0.5,,3,1,Medium,0.7206666666666668
OECD,DIGITAL TRANSFORMATION STRATEGY: THE BICENTENNIAL OF COSTA RICA,Other,General Public,0.0,0.0,0.0,0.0,0.0,8,2018.0,0,0,0,0,0,0,This Strategy helps Costa Rica to build on and benefit from two major developments shaping productive processes and the quality of life of persons: the fourth industrial revolution and knowledge societies.,Unknown,Costa Rica,0.5418641390205371,0.5,0.5,,3,1,Medium,0.607
OECD,DIGITAL TRANSFORMATION STRATEGY: THE BICENTENNIAL OF COSTA RICA,Other,General Public,0.0,0.0,0.0,0.0,0.0,8,2018.0,0,0,0,0,0,0,This Strategy helps Costa Rica to build on and benefit from two major developments shaping productive processes and the quality of life of persons: the fourth industrial revolution and knowledge societies.,Unknown,Costa Rica,0.5418641390205371,0.5,0.5,,3,1,Medium,0.607
OECD,UAE NATIONAL STRATEGY FOR AI,Other,Government,0.0,0.0,0.0,0.0,0.0,5,2019.0,0,0,0,0,1,0,"In October 2017, the UAE Government announced the vision of the National Strategy for Artificial Intelligence of 2031 which aims for the UAE to be one of the leaders in AI in the world.",Unknown,United Arab Emirates,0.5418641390205371,0.5,0.5,,3,2,Medium,0.8266666666666665
OECD,UAE NATIONAL STRATEGY FOR AI,Other,Government,0.0,0.0,0.0,0.0,0.0,5,2019.0,0,0,0,0,1,0,"In October 2017, the UAE Government announced the vision of the National Strategy for Artificial Intelligence of 2031 which aims for the UAE to be one of the leaders in AI in the world.",Unknown,United Arab Emirates,0.5418641390205371,0.5,0.5,,3,2,Medium,0.8266666666666665
OECD,UAE NATIONAL STRATEGY FOR AI,Other,Government,0.0,0.0,0.0,0.0,0.0,5,2019.0,0,0,0,0,1,0,"In October 2017, the UAE Government announced the vision of the National Strategy for Artificial Intelligence of 2031 which aims for the UAE to be one of the leaders in AI in the world.",Unknown,United Arab Emirates,0.5418641390205371,0.5,0.5,,3,2,Medium,0.8266666666666665
OECD,PhD RESEARCH AND TRAINING GRANT PROGRAM,Technology,"General Public, Government",0.0,0.0,0.0,0.0,0.0,6,2016.0,0,0,0,0,1,1,Grants are awarded to projects addressing strategic issues related to the future of Kazakhstan in priority areas of scientific and technological development defined by Higher Scientific-Technical Commission under the Government of the Republic of Kazakhstan.,Unknown,Kazakhstan,0.09320695102685624,0.7,0.8,,5,-1,Medium,0.89
OECD,PhD RESEARCH AND TRAINING GRANT PROGRAM,Technology,"General Public, Government",0.0,0.0,0.0,0.0,0.0,6,2016.0,0,0,0,0,1,1,Grants are awarded to projects addressing strategic issues related to the future of Kazakhstan in priority areas of scientific and technological development defined by Higher Scientific-Technical Commission under the Government of the Republic of Kazakhstan.,Unknown,Kazakhstan,0.09320695102685624,0.7,0.8,,5,-1,Medium,0.89
OECD,ARTIFICIAL INTELLIGENCE RESEARCH AND DEVELOPMENT SUPPORT FUND,Economic,General Public,0.0,0.0,0.0,0.0,0.0,7,2019.0,0,0,1,1,0,1,The Fund was created to attract the worlds leading manufacturers of artificial intelligence solutions to the Republic of Kazakhstan.,Unknown,Kazakhstan,0.04265402843601896,0.85,0.75,,0,1,Medium,0.67
OECD,BIG DATA TO KNOWLEDGE,Privacy,General Public,0.0,0.0,0.0,0.0,0.0,4,2016.0,1,0,0,0,0,0,The Big Data to Knowledge (BD2K) program supports the R&D of innovative and transformative approaches and tools to maximise and accelerate the utility of big data and data science in biomedical research.,Unknown,United States,0.09741969457609267,0.6,0.5,,4,1,High,0.44116666666666676
OECD,BIG DATA TO KNOWLEDGE,Privacy,General Public,0.0,0.0,0.0,0.0,0.0,4,2016.0,1,0,0,0,0,0,The Big Data to Knowledge (BD2K) program supports the R&D of innovative and transformative approaches and tools to maximise and accelerate the utility of big data and data science in biomedical research.,Unknown,United States,0.09741969457609267,0.6,0.5,,4,1,High,0.44116666666666676
OECD,DEVELOPING THE NEXT GENERATION OF AI TALENT,Other,General Public,0.0,0.0,0.0,0.0,0.0,7,2018.0,0,0,0,0,1,0,Creation of a skills package for the development and deployment of AI.,Unknown,United Kingdom,0.5418641390205371,0.5,0.5,,3,1,Medium,0.6531666666666667
OECD,RESEARCH INTEGRITY WORKING GROUP,Employment,General Public,0.0,0.0,0.0,0.0,0.0,4,2019.0,0,1,0,1,0,0,"The Group supports the implementation of existing principles and codes, and contributes to the consolidation of a normative framework in practice in Europe.",Unknown,Estonia,0.06635071090047394,0.9,0.6,,1,1,Low,0.6766666666666665
OECD,AI Certification Programme,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2019.0,0,0,0,0,1,0,A set of guidance notes aimed at assisting Service Providers and AI-ITA Applicants when approaching the Malta Digital Innovation Authority (MDIA) for registration and certification respectively.,Unknown,Malta,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,AI Certification Programme,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2019.0,0,0,0,0,1,0,A set of guidance notes aimed at assisting Service Providers and AI-ITA Applicants when approaching the Malta Digital Innovation Authority (MDIA) for registration and certification respectively.,Unknown,Malta,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,STRATEGIC ACTION PLAN FOR AI,Other,"Education, Government",0.0,0.0,0.0,0.0,0.0,5,2019.0,0,1,0,1,1,0,"The Strategic Action Plan for AI describes the course that the Netherlands wants to take. It is a first step towards initiating concrete measures to achieve the intended acceleration and national profiling. To achieve its goals, the government cooperates with the Dutch AI Coalition. Here, companies, government agencies, knowledge institutions and educational institutions will work together to implement new AI actions that help the specific domains and sectors.",Unknown,Netherlands,0.5418641390205371,0.5,0.5,,3,-1,High,0.5738333333333333
OECD,STRATEGIC ACTION PLAN FOR AI,Other,"Education, Government",0.0,0.0,0.0,0.0,0.0,5,2019.0,0,1,0,1,1,0,"The Strategic Action Plan for AI describes the course that the Netherlands wants to take. It is a first step towards initiating concrete measures to achieve the intended acceleration and national profiling. To achieve its goals, the government cooperates with the Dutch AI Coalition. Here, companies, government agencies, knowledge institutions and educational institutions will work together to implement new AI actions that help the specific domains and sectors.",Unknown,Netherlands,0.5418641390205371,0.5,0.5,,3,-1,High,0.5738333333333333
OECD,THE PUBLIC ATTITUDES TO SCIENCE SURVEY,Social,General Public,0.0,0.0,0.0,0.0,0.0,6,2000.0,0,0,0,0,0,1,"Mixed method social research carried out in six waves since 2000 (2000, 2005, 2008, 2011, 2014 and 2019). The 2019 wave includes a face to face survey of 1749 members of the public, a literature review, 4 online dialogues, 16 focus groups and 4 waves of social media analysis. The research includes both longitudinal elements supporting trends from 2000 and currently topical elements",Unknown,United Kingdom,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.5528333333333333
OECD,AI COALITION OF THE NETHERLANDS,Other,"Education, Business, General Public, Government",0.0,0.0,0.0,0.0,0.0,5,2019.0,0,1,0,0,1,1,"More than 400 parties from the business community, government, education and research institutions and social organizations have joined the Dutch AI Coalition that launched in 2019. The Dutch AI Coalition (NL AIC) is a public-private partnership that functions as the catalyst for AI in The Netherlands. All parties work in an ongoing multidisciplinary effort to develop transformative technologies in the Netherlands.",Unknown,Netherlands,0.5418641390205371,0.5,0.5,,3,-1,Medium,0.5053333333333334
OECD,AI COALITION OF THE NETHERLANDS,Other,"Education, Business, General Public, Government",0.0,0.0,0.0,0.0,0.0,5,2019.0,0,1,0,0,1,1,"More than 400 parties from the business community, government, education and research institutions and social organizations have joined the Dutch AI Coalition that launched in 2019. The Dutch AI Coalition (NL AIC) is a public-private partnership that functions as the catalyst for AI in The Netherlands. All parties work in an ongoing multidisciplinary effort to develop transformative technologies in the Netherlands.",Unknown,Netherlands,0.5418641390205371,0.5,0.5,,3,-1,Medium,0.5053333333333334
OECD,FINANCING OF ARTIFICIAL INTELLIGENCE AND BLOCKCHAIN TECHNOLOGIES,Technology,Business,0.0,0.0,0.0,0.0,0.0,7,2020.0,0,0,1,1,1,0,"This is a call for tender to develop and operate an investment support programme for the first dedicated, EU-wide investment fund focused on innovative Deep-Tech startups and companies. In particular the programme will carry out activities focused on supporting the further development and adoption of Artificial Intelligence and Blockchain Technologies in Europe.",Unknown,European Union,0.09320695102685624,0.7,0.8,,5,0,Medium,0.74
OECD,FINANCING OF ARTIFICIAL INTELLIGENCE AND BLOCKCHAIN TECHNOLOGIES,Technology,Business,0.0,0.0,0.0,0.0,0.0,7,2020.0,0,0,1,1,1,0,"This is a call for tender to develop and operate an investment support programme for the first dedicated, EU-wide investment fund focused on innovative Deep-Tech startups and companies. In particular the programme will carry out activities focused on supporting the further development and adoption of Artificial Intelligence and Blockchain Technologies in Europe.",Unknown,European Union,0.09320695102685624,0.7,0.8,,5,0,Medium,0.74
OECD,2023 INDUSTRY AND TECHNOLOGY STRATEGY,Technology,Business,0.0,0.0,0.0,0.0,0.0,5,2019.0,0,0,0,0,1,1,"The Ministry of Industry and Technology published the 2023 Industry and Technology Strategy, which aims to carry out a program that covers the fields of industry and technology with a holistic approach, and designed specifically according to the dynamics of the country, provides wide participation and mobilizes the society. The Strategy consists of five main pillars: “High Technology and Innovation”, “Digital Transformation and Industry Move”, “Entrepreneurship”, “Human Capital” and “Infrastruct",Unknown,Türkiye,0.09320695102685624,0.7,0.8,,5,0,Medium,0.86
OECD,2023 INDUSTRY AND TECHNOLOGY STRATEGY,Technology,Business,0.0,0.0,0.0,0.0,0.0,5,2019.0,0,0,0,0,1,1,"The Ministry of Industry and Technology published the 2023 Industry and Technology Strategy, which aims to carry out a program that covers the fields of industry and technology with a holistic approach, and designed specifically according to the dynamics of the country, provides wide participation and mobilizes the society. The Strategy consists of five main pillars: “High Technology and Innovation”, “Digital Transformation and Industry Move”, “Entrepreneurship”, “Human Capital” and “Infrastruct",Unknown,Türkiye,0.09320695102685624,0.7,0.8,,5,0,Medium,0.86
OECD,SCIENTIFIC ADVICE TO EUROPEAN POLICY IN A COMPLEX WORLD,Other,General Public,0.0,0.0,0.0,0.0,0.0,9,2019.0,0,0,0,0,0,0,This opinion by the Group of Chief Scientific Advisors recommends ways to generate high quality scientific advice for European policy.,Unknown,European Union,0.5418641390205371,0.5,0.5,,3,1,Medium,0.607
OECD,ADVANCED COMPUTING PORTUGAL 2030,Other,General Public,0.0,0.0,0.0,0.0,0.0,4,2019.0,0,1,0,0,0,0,"ACP.2030 is a science, innovation and growth strategy to foster Advanced Computing in Portugal in the European context, oriented towards building a high-performance computing world-reference network infrastructure.",Unknown,Portugal,0.5418641390205371,0.5,0.5,,3,1,Medium,0.5168333333333334
OECD,ADVANCED COMPUTING PORTUGAL 2030,Other,General Public,0.0,0.0,0.0,0.0,0.0,4,2019.0,0,1,0,0,0,0,"ACP.2030 is a science, innovation and growth strategy to foster Advanced Computing in Portugal in the European context, oriented towards building a high-performance computing world-reference network infrastructure.",Unknown,Portugal,0.5418641390205371,0.5,0.5,,3,1,Medium,0.5168333333333334
OECD,DATA ETHICS ADVISORY GROUP,Privacy,General Public,0.0,0.0,0.0,0.0,0.0,4,2019.0,1,0,0,0,0,0,"The Data Ethics Advisory Group helps maximising the opportunities and benefits from new and emerging uses of data, while responsibly managing risks and harms.",Unknown,New Zealand,0.09741969457609267,0.6,0.5,,4,1,High,0.44116666666666676
OECD,ALGORITHM ASSESSMENT REPORT,Other,Government,0.0,0.0,0.0,0.0,0.0,3,2018.0,0,0,0,0,0,0,A cross-government review of how government uses algorithms to improve the lives of New Zealanders.,Unknown,New Zealand,0.5418641390205371,0.5,0.5,,3,2,Low,0.47757142857142854
OECD,ALGORITHM CHARTER FOR AOTEAROA NEW ZEALAND,Other,Government,0.0,0.0,0.0,0.0,0.0,6,2019.0,0,0,0,0,0,0,The Algorithm Charter commits government agencies to improve transparency and accountability in their use of algorithms over the next five years.,Unknown,New Zealand,0.5418641390205371,0.5,0.5,,3,2,Medium,0.7733333333333333
OECD,"STATE R&D PROGRAMS, STATE R&D INFRASTRUCTURE DEVELOPMENT PROGRAMS AND SRDA PROGRAMS",Other,General Public,0.0,0.0,0.0,0.0,0.0,11,2005.0,0,0,0,0,0,0,"State R&D programs, state R&D infrastructure development programs and SRDA programs.",Unknown,Slovak Republic,0.5418641390205371,0.5,0.5,,3,1,Medium,0.607
OECD,"STATE R&D PROGRAMS, STATE R&D INFRASTRUCTURE DEVELOPMENT PROGRAMS AND SRDA PROGRAMS",Other,General Public,0.0,0.0,0.0,0.0,0.0,11,2005.0,0,0,0,0,0,0,"State R&D programs, state R&D infrastructure development programs and SRDA programs.",Unknown,Slovak Republic,0.5418641390205371,0.5,0.5,,3,1,Medium,0.607
OECD,"STATE R&D PROGRAMS, STATE R&D INFRASTRUCTURE DEVELOPMENT PROGRAMS AND SRDA PROGRAMS",Other,General Public,0.0,0.0,0.0,0.0,0.0,11,2005.0,0,0,0,0,0,0,"State R&D programs, state R&D infrastructure development programs and SRDA programs.",Unknown,Slovak Republic,0.5418641390205371,0.5,0.5,,3,1,Medium,0.607
OECD,ACTION PLAN FOR DIGITAL TRANSFORMATION OF SLOVAKIA,Other,General Public,0.0,0.0,0.0,0.0,0.0,7,2019.0,0,0,0,1,1,0,"Action plan for the transformation of Slovakia into a successful digital country and development of the digital single market. The action plan offers a set of concrete steps on how to start building a sustainable and human centric, and trustworthy AI ecosystem.",Unknown,Slovak Republic,0.5418641390205371,0.5,0.5,,3,1,Medium,0.5506666666666666
OECD,ACTION PLAN FOR DIGITAL TRANSFORMATION OF SLOVAKIA,Other,General Public,0.0,0.0,0.0,0.0,0.0,7,2019.0,0,0,0,1,1,0,"Action plan for the transformation of Slovakia into a successful digital country and development of the digital single market. The action plan offers a set of concrete steps on how to start building a sustainable and human centric, and trustworthy AI ecosystem.",Unknown,Slovak Republic,0.5418641390205371,0.5,0.5,,3,1,Medium,0.5506666666666666
OECD,ACTION PLAN FOR DIGITAL TRANSFORMATION OF SLOVAKIA,Other,General Public,0.0,0.0,0.0,0.0,0.0,7,2019.0,0,0,0,1,1,0,"Action plan for the transformation of Slovakia into a successful digital country and development of the digital single market. The action plan offers a set of concrete steps on how to start building a sustainable and human centric, and trustworthy AI ecosystem.",Unknown,Slovak Republic,0.5418641390205371,0.5,0.5,,3,1,Medium,0.5506666666666666
OECD,ACTION PLAN FOR DIGITAL TRANSFORMATION OF SLOVAKIA,Other,General Public,0.0,0.0,0.0,0.0,0.0,7,2019.0,0,0,0,1,1,0,"Action plan for the transformation of Slovakia into a successful digital country and development of the digital single market. The action plan offers a set of concrete steps on how to start building a sustainable and human centric, and trustworthy AI ecosystem.",Unknown,Slovak Republic,0.5418641390205371,0.5,0.5,,3,1,Medium,0.5506666666666666
OECD,ACTION PLAN FOR DIGITAL TRANSFORMATION OF SLOVAKIA,Other,General Public,0.0,0.0,0.0,0.0,0.0,7,2019.0,0,0,0,1,1,0,"Action plan for the transformation of Slovakia into a successful digital country and development of the digital single market. The action plan offers a set of concrete steps on how to start building a sustainable and human centric, and trustworthy AI ecosystem.",Unknown,Slovak Republic,0.5418641390205371,0.5,0.5,,3,1,Medium,0.5506666666666666
OECD,"SPECIAL PROGRAM ""AUTONOMOUS - PERFORMING ARTS AND AI""",Other,General Public,0.0,0.0,0.0,0.0,0.0,8,2019.0,0,0,0,0,1,0,The program supports the artistic and cultural landscape with a special focus on the promotion of the independent performing arts dealing with AI.,Unknown,Germany,0.5418641390205371,0.5,0.5,,3,1,Medium,0.6531666666666667
OECD,REGULATORY SANDBOXES – ENABLING INNOVATION AND ADVANCING REGULATION,Legal/Governance,General Public,0.0,0.0,0.0,0.0,0.0,8,2018.0,0,1,0,1,0,0,"Regulatory Sandboxes provide settings for testing digital innovations under real conditions and developing a smart regulatory framework - by making use of flexibility in the legal framework, e.g. provided in experimentation clauses.",Unknown,Germany,0.07424960505529225,0.5,0.55,,2,1,Low,0.5289999999999999
OECD,REGULATORY SANDBOXES – ENABLING INNOVATION AND ADVANCING REGULATION,Legal/Governance,General Public,0.0,0.0,0.0,0.0,0.0,8,2018.0,0,1,0,1,0,0,"Regulatory Sandboxes provide settings for testing digital innovations under real conditions and developing a smart regulatory framework - by making use of flexibility in the legal framework, e.g. provided in experimentation clauses.",Unknown,Germany,0.07424960505529225,0.5,0.55,,2,1,Low,0.5289999999999999
OECD,FUNDING PRIORITY: DIGITAL INNOVATIONS FOR THE IMPROVEMENT OF PATIENT-CENTRED CARE IN HEALTHCARE,Economic,General Public,0.0,0.0,0.0,0.0,0.0,12,2020.0,0,0,1,0,0,1,The Federal Ministry of Health (BMG) supports projects that generate scientific knowledge for the benefit of digital innovations and thus contribute to improving patient-centred care.,Unknown,Germany,0.04265402843601896,0.85,0.75,,0,1,Medium,0.7466666666666666
OECD,FUNDING PRIORITY: DIGITAL INNOVATIONS FOR THE IMPROVEMENT OF PATIENT-CENTRED CARE IN HEALTHCARE,Economic,General Public,0.0,0.0,0.0,0.0,0.0,12,2020.0,0,0,1,0,0,1,The Federal Ministry of Health (BMG) supports projects that generate scientific knowledge for the benefit of digital innovations and thus contribute to improving patient-centred care.,Unknown,Germany,0.04265402843601896,0.85,0.75,,0,1,Medium,0.7466666666666666
OECD,THE DEVELOPMENT OF THE DIGITAL GOVERNMENT OF THE BICENTENARY,Legal/Governance,"Labor, Government",0.0,0.0,0.0,0.0,0.0,9,2018.0,0,0,0,1,0,0,"A directive for the project formulation, articulation of actions, inter-institutional collaboration, and transversal generation of digital government capacity.",Unknown,Costa Rica,0.07424960505529225,0.5,0.55,,2,-1,Low,0.5433333333333333
OECD,CREATION OF A HIGH-LEVEL COMMISSION FOR DIGITAL GOVERNMENT OF THE BICENTENNIAL,Legal/Governance,Government,0.0,0.0,0.0,0.0,0.0,11,2018.0,0,0,0,0,0,0,"The optimization of processes and their interoperability, through the construction and implementation of new solutions that facilitate and expedite procedures and services.",Unknown,Costa Rica,0.07424960505529225,0.5,0.55,,2,2,Low,0.4566666666666667
OECD,IMPROVEMENTS IN THE EFFICIENCY OF PUBLIC SPENDING THROUGH THE APPROPIATE USE OF DIGITAL TECHNOLOGIES IN THE COSTA RICAN PUBLIC SECTOR,Technology,General Public,0.0,0.0,0.0,0.0,0.0,20,2018.0,0,0,0,0,1,1,"The Central Administration is ordered and the Decentralized Administration is instructed to take the necessary technical and financial measures that allow them to plan, specify and implement technological solutions in accordance with the national reality.",Unknown,Costa Rica,0.09320695102685624,0.7,0.8,,5,1,Medium,0.79
OECD,IMPLEMENTATION OF ACCESSIBLE WEBSITES IN THE COSTA RICAN PUBLIC SECTOR,Social,General Public,0.0,0.0,0.0,0.0,0.0,10,2019.0,0,0,0,0,0,1,This guideline is meant to implement accessible websites in the Costa Rican public sector.,Unknown,Costa Rica,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.4928333333333333
OECD,REGULATION AND STANDARDISATION OF TECHNOLOGY ACQUISITIONS AND/OR DEVELOPMENT OF MANAGEMENT SUPPORT COMPUTER SYSTEMS,Legal/Governance,General Public,0.0,0.0,0.0,0.0,0.0,13,2019.0,0,0,0,1,1,1,"Guidelines to rationalize the use of public resources, especially those destined to the acquisition of electronic equipment, as well as those aimed at the development of computer programs and / or developments of computer systems to support its management.",Unknown,Costa Rica,0.07424960505529225,0.5,0.55,,2,1,High,0.5628333333333334
OECD,NATIONAL CHALLENGES,Other,General Public,0.0,0.0,0.0,0.0,0.0,2,2018.0,0,0,0,0,1,1,"Documents that contain a series of strategic guidelines to contribute to the consistency and planning of a public policy on science, technology, knowledge and innovation to address the country's challenges, with a view to comprehensive, inclusive, and sustainable development.",Unknown,Chile,0.5418641390205371,0.5,0.5,,3,1,High,0.7456666666666666
OECD,NATIONAL CHALLENGES,Other,General Public,0.0,0.0,0.0,0.0,0.0,2,2018.0,0,0,0,0,1,1,"Documents that contain a series of strategic guidelines to contribute to the consistency and planning of a public policy on science, technology, knowledge and innovation to address the country's challenges, with a view to comprehensive, inclusive, and sustainable development.",Unknown,Chile,0.5418641390205371,0.5,0.5,,3,1,High,0.7456666666666666
OECD,NATIONAL CHALLENGES,Other,General Public,0.0,0.0,0.0,0.0,0.0,2,2018.0,0,0,0,0,1,1,"Documents that contain a series of strategic guidelines to contribute to the consistency and planning of a public policy on science, technology, knowledge and innovation to address the country's challenges, with a view to comprehensive, inclusive, and sustainable development.",Unknown,Chile,0.5418641390205371,0.5,0.5,,3,1,High,0.7456666666666666
OECD,NATIONAL CENTRE FOR AI,Other,"Education, Government",0.0,0.0,0.0,0.0,0.0,4,2019.0,0,0,0,0,1,0,"The NCAI was established in August 2019, with its main mission to drive Saudi advancement in AI innovations by orchestrating AI research and solutions development, providing AI strategic advisory to the government, and promoting AI education and awareness.",Unknown,Saudi Arabia,0.5418641390205371,0.5,0.5,,3,-1,Medium,0.7386666666666667
OECD,NATIONAL CENTRE FOR AI,Other,"Education, Government",0.0,0.0,0.0,0.0,0.0,4,2019.0,0,0,0,0,1,0,"The NCAI was established in August 2019, with its main mission to drive Saudi advancement in AI innovations by orchestrating AI research and solutions development, providing AI strategic advisory to the government, and promoting AI education and awareness.",Unknown,Saudi Arabia,0.5418641390205371,0.5,0.5,,3,-1,Medium,0.7386666666666667
